0,0,0,270,219,15,2519,-1
0,0,0,27,86,34,1764,-1
0,0,0,102,28,4,180,-1
0,0,0,1,15,0,7,-1
0,0,1,20,67,0,1,-1
1,1,0,440,551,6038,84650,-1
1,1,0,440,551,6038,84650,-1
1,0,0,631,107,3,8666,-1
0,0,0,1,48,0,2,-1
0,0,1,2506,292,9,33703,-1
0,0,0,5,40,1,606,-1
1,0,0,82,357,6,216,-1
1,0,0,70,153,7,1710,-1
3,0,0,170,329,62,14442,-1
0,0,0,305,663,1226,4084,-1
0,0,2,717,113,2,1626,-1
0,0,0,7,16,0,2,-1
0,0,0,0,28,0,3,-1
0,0,0,0,61,1,4,-1
0,0,0,714,1891,583,6757,-1
0,0,2,68,549,27,1051,-1
1,0,0,230,650,93,859,-1
0,0,0,11,38,8,489,-1
0,0,0,200,609,182,10435,-1
0,0,0,993,627,15,48020,-1
0,0,0,2816,456,15,1782,-1
1,0,4,49,167,62,712,-1
0,0,0,1,8,1,6,-1
0,0,0,376,2006,8,997,-1
0,1,0,81,213,228,2303,-1
0,0,1,443,394,748,6785,-1
0,0,1,406,2001,2837,9851,-1
0,0,1,1,20,1,17,-1
0,0,1,32,20,3,118,-1
1,0,0,100,1534,4,700,-1
1,2,1,403,196,49,1553,-1
0,0,0,3626,630,188,51574,-1
0,1,1,1484,945,10247,32187,-1
0,0,1,3,60,0,20,-1
0,0,1,3,60,0,20,-1
0,0,0,17,47,7,438,-1
2,0,0,764,481,28,3489,-1
0,0,3,9341,332,2496,51208,1
0,0,0,107,100,7,667,-1
0,0,0,217,239,43,14437,-1
1,0,0,387,748,3222,5798,1
0,0,0,97,11,357,3040,-1
0,0,0,36,125,140,660,-1
0,0,0,248,282,104,1887,-1
2,0,0,39,42,5,126,-1
0,0,4,199,428,714,7239,-1
0,0,1,1543,405,1190,20247,-1
0,0,1,41,102,50,592,-1
5,1,0,438,1843,178,87551,-1
1,1,0,1244,141,3,102739,-1
0,0,1,51,208,7,5332,-1
4,0,0,60,496,11,235,-1
0,0,1,13,13,0,10,-1
0,0,0,48,103,29,918,-1
0,0,0,17,168,27,53,-1
0,0,1,24,99,7,29,-1
1,0,1,518,501,566,7655,-1
0,0,4,10,56,3,77,-1
0,0,0,0,24,0,3,-1
0,0,0,24,52,1,367,-1
0,1,0,62,96,75,5078,-1
0,1,0,553,590,1,217630,-1
0,0,0,8,11,0,183,-1
0,0,0,10,199,0,14,-1
1,0,0,179,315,2490,9418,-1
0,1,0,283,0,0,60935,-1
0,1,1,1197,1910,0,37088,-1
0,1,1,1197,1910,0,37088,-1
0,0,1,110,780,29,2184,-1
0,1,0,1865,294,0,171534,-1
0,0,2,1568,706,932,43446,1
0,0,1,2,44,2,23,-1
1,0,0,333,932,437,13365,-1
6,0,0,54,129,0,147,-1
2,0,0,1014,926,386,40193,-1
0,0,0,162,170,314,4656,-1
0,0,1,245,236,8,16211,-1
0,0,3,402,97,779,15169,-1
1,0,0,18,25,0,987,-1
0,0,2,299,861,39,4262,-1
0,0,3,10,163,19,316,-1
0,0,4,7,14,1,13,-1
0,0,1,2580,1178,11731,41237,-1
0,0,0,10,199,0,14,-1
0,0,2,3,78,0,178,-1
0,1,1,2039,347,1,16992,-1
0,0,1,9,85,1,99,-1
0,0,0,153,438,12,8528,-1
0,1,0,745,171,0,1111,-1
0,1,0,22,38,9,869,-1
1,1,0,742,7,0,264581,-1
1,1,0,1169,342,145,275132,-1
0,1,0,0,4,0,97,-1
0,0,0,1,11,10,6,-1
0,0,0,36,155,333,3882,-1
0,0,0,739,1931,574,14748,-1
0,0,2,1110,734,426,9632,-1
0,0,3,2283,255,373,1640,-1
0,0,1,7,119,0,308,-1
0,0,3,2283,255,373,1640,-1
0,0,0,2,6,1,4,-1
1,0,0,67,124,1209,8162,-1
0,1,0,55,325,6,454,-1
0,1,0,52,72,0,13317,-1
0,1,0,28,50,1,4415,-1
0,0,0,20,129,36,805,-1
0,0,0,559,260,595,59220,-1
0,0,0,32,80,486,1005,-1
0,1,0,217219,26,19,74232,-1
5,1,0,438,1843,178,87551,-1
5,1,0,192,351,21,85006,-1
1,1,0,217219,26,19,74232,1
0,0,0,9,30,0,11,-1
0,0,1,1,19,2,47,-1
0,1,0,0,5,1,486,-1
0,1,0,0,5,1,486,-1
0,1,0,1,2,1,27,-1
0,1,0,2,17,0,161,-1
0,0,1,131,196,2,399,-1
0,1,0,67,317,1,2699,-1
0,1,0,27,17,0,1465,-1
0,1,0,156,53,0,43772,-1
0,0,0,8,72,2,41,-1
1,1,0,479,30,0,133783,-1
1,1,0,742,7,0,264581,-1
1,1,0,1169,342,145,275132,-1
0,1,0,80,587,6,2044,-1
0,1,0,1,27,3,89,-1
0,0,0,109,311,22,5643,-1
0,1,1,391,1131,1304,14753,-1
0,1,0,32,101,14,158,-1
5,1,0,192,351,21,85006,-1
5,1,0,438,1843,178,87551,-1
1,0,0,12,469,52,1510,-1
1,0,0,4,24,2,243,-1
0,0,1,13,6,136,2698,-1
0,0,2,59980,1147,33,69508,-1
0,0,0,49,121,7,545,-1
0,0,1,1,35,2,35,-1
0,0,0,1893,82,20,1866,-1
0,0,3,424,192,495,12049,-1
0,0,0,190,370,32,7201,-1
0,0,0,1,40,1,1,-1
0,0,1,1,2,1,3,-1
0,0,0,1,8,0,4,-1
0,0,0,33,48,4,431,-1
0,1,0,271,43,7,926,-1
0,0,1,160,298,468,7129,-1
0,0,0,60,496,13,2841,-1
0,0,0,930,692,38,1945,1
1,1,0,271,98,5,89095,-1
2,1,0,3887,7,0,194932,-1
1,1,0,6719,1230,2,13656,-1
4,0,0,42,136,2,223,-1
0,0,0,2,51,0,2,-1
1,1,2,195,434,2270,5793,1
0,0,0,1,11,0,2,-1
0,0,1,459,2002,18,1526,-1
0,0,0,5,13,10,24,-1
0,0,1,298,185,2041,14948,-1
0,0,2,652,573,4297,9313,-1
0,1,1,3010,152,45,117765,-1
0,0,0,0,20,0,2,-1
0,0,2,22,59,866,1861,-1
0,0,1,53,75,184,6440,-1
0,0,1,26,93,4,601,-1
1,1,2,158,123,1313,7820,-1
0,0,0,4126,213,6963,18534,1
0,0,3,2,21,23,54,-1
0,0,1,79,346,1,1912,-1
0,0,1,262,311,21,12588,-1
0,0,1,1,14,1,5,-1
0,0,1,7,6,22,1131,-1
0,1,1,280,225,53,6863,-1
0,0,0,22,66,105,829,-1
0,0,0,253,355,1476,9551,-1
0,0,1,780,115,0,39769,-1
0,1,3,2039,347,1,16992,-1
1,1,0,6719,1230,2,13656,-1
0,1,1,8698,452,3575,21069,1
0,0,1,152,551,127,3949,-1
1,0,3,97,284,9,647,-1
0,0,0,6,63,0,7,-1
0,0,1,704,389,16,1286,-1
0,1,0,857,380,406,7185,-1
0,0,2,25,35,58,5591,-1
0,0,2,2,32,0,3,-1
0,0,1,0,24,0,6,-1
2,0,2,63,246,1,214,-1
2,0,2,108,62,51,2153,-1
0,1,0,4,21,0,73,-1
2,0,2,108,62,51,2153,-1
0,0,1,108,335,24,4899,-1
0,0,0,3732,994,5407,102386,-1
0,0,0,645,253,7873,23585,-1
0,1,1,491,384,7319,73390,-1
0,0,1,6592,5037,1260,21761,-1
1,0,0,3732,994,5407,102386,1
0,0,2,2999,1720,203,115332,1
0,0,2,437,497,2926,10289,-1
0,0,2,195,448,265,8234,-1
0,0,1,4057,567,7077,67471,-1
0,0,0,3732,994,5407,102386,1
0,0,0,3732,994,5407,102386,1
0,0,0,3732,994,5407,102386,1
0,0,2,300,1183,252,7481,-1
0,0,1,941,463,63,33675,1
0,0,1,1489,256,1576,21994,-1
0,0,0,3732,994,5407,102386,1
0,0,0,3732,994,5407,102386,1
0,0,1,1,57,0,5,-1
0,1,1,491,384,7319,73390,-1
3,0,1,154,1402,73,3619,-1
0,2,0,1461,38,0,1488,-1
1,0,0,5,174,2,325,-1
0,0,0,3732,994,5407,102386,1
3,0,1,377,946,0,424,-1
0,0,1,159,212,793,3358,-1
2,0,0,548,401,105,21518,-1
0,0,0,76,418,40,361,-1
0,0,0,2220,353,7,2501,-1
1,1,0,479,30,0,133783,-1
1,1,0,742,7,0,264581,-1
1,1,0,1169,342,145,275132,-1
0,1,0,154,541,56,1764,-1
1,1,0,271,98,5,89095,-1
2,1,0,3887,7,0,194932,-1
1,0,1,2,14,1,25,-1
0,0,0,0,18,1,4,-1
1,0,0,719,1962,355,58679,-1
1,0,0,33,37,4,206,-1
1,1,0,6719,1230,2,13656,-1
0,1,1,24,212,441,501,-1
0,0,3,3,53,378,1483,-1
1,0,1,145,95,376,1485,-1
1,1,0,440,551,6038,84650,-1
0,0,0,541,24,1126,28209,-1
1,0,1,46,68,9,1409,-1
0,0,1,1,19,2,47,-1
5,1,0,192,351,21,85006,-1
5,1,0,438,1843,178,87551,-1
5,1,0,158,204,36,85744,-1
0,1,1,421,1094,1453,3803,-1
0,0,0,32,20,3,118,-1
0,1,0,42,175,164,1032,-1
0,0,1,194,781,43,7356,-1
0,0,0,2,51,2,12,-1
0,0,1,682,492,4218,7336,-1
2,1,0,45,61,0,24460,-1
0,1,0,70,407,1,409,-1
0,1,0,550,1175,3,5611,-1
5,1,0,438,1843,178,87551,-1
1,0,0,45,285,4535,3708,-1
0,0,1,51,143,2,3539,-1
0,1,0,76,148,31,1980,-1
0,1,2,76,148,31,1980,-1
0,0,0,168,185,258,2292,-1
3,0,1,76,159,73,843,-1
1,0,1,2369,1737,935,35107,-1
0,0,1,617,1957,20,14914,-1
0,0,1,1540,580,347,31875,-1
0,1,0,10947,12654,0,145114,-1
2,1,0,1847,5,0,262290,-1
0,0,2,20,89,21,1346,-1
1,1,0,60,0,0,21505,-1
0,1,0,304,1088,5,23240,-1
0,0,1,36,116,203,1346,-1
1,0,2,548,401,105,21518,1
0,0,2,104,248,37,1605,-1
0,0,1,11,26,440,4048,-1
0,0,0,9,54,1,20,-1
0,0,1,0,2,1,2,-1
0,0,0,0,27,0,3,-1
0,0,1,189,600,70,8221,-1
0,0,1,271,65,25,5467,-1
5,1,0,438,1843,178,87551,-1
0,0,1,109,297,35,4108,-1
0,0,2,24,85,12,1145,-1
1,1,0,6719,1230,2,13656,-1
0,0,1,23,53,1,183,-1
0,0,0,271,586,41,6746,-1
0,0,0,1775,612,20433,11583,1
0,0,1,285,884,455,1126,-1
0,0,0,195,673,30,28,-1
1,0,1,4,94,0,26,-1
1,0,2,51,174,409,1533,-1
0,0,0,0,21,0,44,-1
0,0,1,804,192,262,14113,-1
1,0,1,36,15,17,594,-1
0,0,2,82,252,1,176,-1
0,0,0,1,25,1,393,-1
0,0,0,398,765,0,85,-1
1,1,1,133,530,4,2217,-1
0,0,2,6,67,0,73,-1
1,1,0,15,84,3,203,-1
1,1,0,487,1034,18,885,-1
0,0,0,419,768,0,80,-1
0,0,4,129,282,15,1481,-1
0,1,1,872,1090,0,13926,-1
0,0,0,332,321,11,21050,-1
0,0,1,694,702,7892,12189,-1
0,0,2,10,81,0,296,-1
0,1,0,304,1834,4,3444,-1
0,1,0,304,1834,4,3444,-1
1,1,0,2808,2234,5,450124,-1
0,1,0,558,115,3,295307,-1
2,1,0,694,1874,61,101456,-1
0,0,0,5,150,0,108,-1
0,0,1,153,352,54,1355,-1
0,1,0,1489,319,829,19291,-1
0,1,0,483,437,21,34795,-1
1,1,1,2050,2233,2616,4258,-1
0,0,2,5,65,30,125,-1
0,1,0,401,232,250,16738,1
0,0,0,234,152,1,8616,-1
0,1,0,822,291,848,31708,-1
0,0,1,119,167,628,2453,-1
0,0,0,523,983,22,1287,-1
